,detect value,actual value,experiment_name
6836,Side,Side,No ambient lighting
6837,Side,Side,No ambient lighting
6838,Side,Side,No ambient lighting
6839,Side,Side,No ambient lighting
6840,Side,Side,No ambient lighting
6841,Side,Side,No ambient lighting
6842,Side,Side,No ambient lighting
6843,Side,Side,No ambient lighting
6844,Side,Side,No ambient lighting
6845,Side,Side,No ambient lighting
6846,Side,Side,No ambient lighting
6847,Side,Side,No ambient lighting
6848,Side,Side,No ambient lighting
6849,Side,Side,No ambient lighting
6850,Side,Side,No ambient lighting
6851,Side,Side,No ambient lighting
6852,Side,Side,No ambient lighting
6853,Side,Side,No ambient lighting
6854,Side,Side,No ambient lighting
6855,Side,Side,No ambient lighting
6856,Side,Side,No ambient lighting
6857,Side,Side,No ambient lighting
6858,Side,Side,No ambient lighting
6859,Side,Side,No ambient lighting
6860,Side,Side,No ambient lighting
6861,Side,Side,No ambient lighting
6862,Side,Side,No ambient lighting
6863,Side,Side,No ambient lighting
6864,Side,Side,No ambient lighting
6865,Side,Side,No ambient lighting
6866,Side,Side,No ambient lighting
6867,Side,Side,No ambient lighting
6868,Side,Side,No ambient lighting
6869,Side,Side,No ambient lighting
6870,Side,Side,No ambient lighting
6871,Side,Side,No ambient lighting
6872,Side,Side,No ambient lighting
6873,Side,Side,No ambient lighting
6874,Side,Side,No ambient lighting
6875,Side,Side,No ambient lighting
6876,Side,Side,No ambient lighting
6877,Side,Side,No ambient lighting
6878,Side,Side,No ambient lighting
6879,Side,Side,No ambient lighting
6880,Side,Side,No ambient lighting
6881,Side,Side,No ambient lighting
6882,Side,Side,No ambient lighting
6883,Side,Side,No ambient lighting
6884,Side,Side,No ambient lighting
6885,Side,Side,No ambient lighting
6886,Side,Side,No ambient lighting
6887,Side,Side,No ambient lighting
6888,Side,Side,No ambient lighting
6889,Side,Side,No ambient lighting
6890,Side,Side,No ambient lighting
6891,Side,Side,No ambient lighting
6892,Side,Side,No ambient lighting
6893,Side,Side,No ambient lighting
6894,Side,Side,No ambient lighting
6895,Side,Side,No ambient lighting
6896,Side,Side,No ambient lighting
6897,Side,Side,No ambient lighting
6898,Side,Side,No ambient lighting
6899,Side,Side,No ambient lighting
6900,Side,Side,No ambient lighting
6901,Side,Side,No ambient lighting
6902,Side,Side,No ambient lighting
6903,Side,Side,No ambient lighting
6904,Side,Side,No ambient lighting
6905,Side,Side,No ambient lighting
6906,Side,Side,No ambient lighting
6907,Side,Side,No ambient lighting
6908,Side,Side,No ambient lighting
6909,Side,Side,No ambient lighting
6910,Side,Side,No ambient lighting
6911,Side,Side,No ambient lighting
6912,Side,Side,No ambient lighting
6913,Side,Side,No ambient lighting
6914,Side,Side,No ambient lighting
6915,Side,Side,No ambient lighting
6916,Side,Side,No ambient lighting
6917,Side,Side,No ambient lighting
6918,Side,Side,No ambient lighting
6919,Side,Side,No ambient lighting
6920,Side,Side,No ambient lighting
6921,Side,Side,No ambient lighting
6922,Side,Side,No ambient lighting
6923,Side,Side,No ambient lighting
6924,Side,Side,No ambient lighting
6925,Side,Side,No ambient lighting
6926,Side,Side,No ambient lighting
6927,Side,Side,No ambient lighting
6928,Side,Side,No ambient lighting
6929,Side,Side,No ambient lighting
6930,Side,Side,No ambient lighting
6931,Side,Side,No ambient lighting
6932,Side,Side,No ambient lighting
6933,Side,Side,No ambient lighting
6934,Side,Side,No ambient lighting
6935,Side,Side,No ambient lighting
6936,Side,Side,No ambient lighting
6937,Side,Side,No ambient lighting
6938,Side,Side,No ambient lighting
6939,Side,Side,No ambient lighting
6940,Side,Side,No ambient lighting
6941,Side,Side,No ambient lighting
6942,Side,Side,No ambient lighting
6943,Side,Side,No ambient lighting
6944,Side,Side,No ambient lighting
6945,Side,Side,No ambient lighting
6946,Side,Side,No ambient lighting
6947,Side,Side,No ambient lighting
6948,Side,Side,No ambient lighting
6949,Side,Side,No ambient lighting
6950,Side,Side,No ambient lighting
6951,Side,Side,No ambient lighting
6952,Side,Side,No ambient lighting
6953,Side,Side,No ambient lighting
6954,Side,Side,No ambient lighting
6955,Side,Side,No ambient lighting
6956,Side,Side,No ambient lighting
6957,Side,Side,No ambient lighting
6958,Side,Side,No ambient lighting
6959,Side,Side,No ambient lighting
6960,Side,Side,No ambient lighting
6961,Side,Side,No ambient lighting
6962,Side,Side,No ambient lighting
6963,Side,Side,No ambient lighting
6964,Side,Side,No ambient lighting
6965,Side,Side,No ambient lighting
6966,Side,Side,No ambient lighting
6967,Side,Side,No ambient lighting
6968,Side,Side,No ambient lighting
6969,Side,Side,No ambient lighting
6970,Side,Side,No ambient lighting
6971,Side,Side,No ambient lighting
6972,Side,Side,No ambient lighting
6973,Side,Side,No ambient lighting
6974,Side,Side,No ambient lighting
6975,Side,Side,No ambient lighting
6976,Side,Side,No ambient lighting
6977,Side,Side,No ambient lighting
6978,Side,Side,No ambient lighting
6979,Side,Side,No ambient lighting
6980,Side,Side,No ambient lighting
6981,Side,Side,No ambient lighting
6982,Side,Side,No ambient lighting
6983,Side,Side,No ambient lighting
6984,Side,Side,No ambient lighting
6985,Side,Side,No ambient lighting
6986,Side,Side,No ambient lighting
6987,Side,Side,No ambient lighting
6988,Side,Side,No ambient lighting
6989,Side,Side,No ambient lighting
6990,Side,Side,No ambient lighting
6991,Side,Side,No ambient lighting
6992,Side,Side,No ambient lighting
6993,Side,Side,No ambient lighting
6994,Side,Side,No ambient lighting
6995,Side,Side,No ambient lighting
6996,Side,Side,No ambient lighting
6997,Side,Side,No ambient lighting
6998,Side,Side,No ambient lighting
6999,Side,Side,No ambient lighting
7000,Side,Side,No ambient lighting
7001,Side,Side,No ambient lighting
7002,Side,Side,No ambient lighting
7003,Side,Side,No ambient lighting
7004,Side,Side,No ambient lighting
7005,Side,Side,No ambient lighting
7006,Side,Side,No ambient lighting
7007,Side,Side,No ambient lighting
7008,Side,Side,No ambient lighting
7009,Side,Side,No ambient lighting
7010,Side,Side,No ambient lighting
7011,Side,Side,No ambient lighting
7012,Side,Side,No ambient lighting
7013,Side,Side,No ambient lighting
7014,Side,Side,No ambient lighting
7015,Side,Side,No ambient lighting
7016,Side,Side,No ambient lighting
7017,Side,Side,No ambient lighting
7018,Side,Side,No ambient lighting
7019,Side,Side,No ambient lighting
7020,Side,Side,No ambient lighting
7021,Side,Side,No ambient lighting
7022,Side,Side,No ambient lighting
7023,Side,Side,No ambient lighting
7024,Side,Side,No ambient lighting
7025,Side,Side,No ambient lighting
7026,Side,Side,No ambient lighting
7027,Side,Side,No ambient lighting
7028,Side,Side,No ambient lighting
7029,Side,Side,No ambient lighting
7030,Side,Side,No ambient lighting
7031,Side,Side,No ambient lighting
7032,Side,Side,No ambient lighting
7033,Side,Side,No ambient lighting
7034,Side,Side,No ambient lighting
7035,Side,Side,No ambient lighting
7036,Side,Side,No ambient lighting
7037,Side,Side,No ambient lighting
7038,Side,Side,No ambient lighting
7039,Side,Side,No ambient lighting
7040,Side,Side,No ambient lighting
7041,Side,Side,No ambient lighting
7042,Side,Side,No ambient lighting
7043,Side,Side,No ambient lighting
7044,Side,Side,No ambient lighting
7045,Side,Side,No ambient lighting
7046,Side,Side,No ambient lighting
7047,Side,Side,No ambient lighting
7048,Side,Side,No ambient lighting
7049,Side,Side,No ambient lighting
7050,Side,Side,No ambient lighting
7051,Side,Side,No ambient lighting
7052,Side,Side,No ambient lighting
7053,Side,Side,No ambient lighting
7054,Side,Side,No ambient lighting
7055,Side,Side,No ambient lighting
7056,Side,Side,No ambient lighting
7057,Side,Side,No ambient lighting
7058,Side,Side,No ambient lighting
7059,Side,Side,No ambient lighting
7060,Side,Side,No ambient lighting
7061,Side,Side,No ambient lighting
7062,Side,Side,No ambient lighting
7063,Side,Side,No ambient lighting
7064,Side,Side,No ambient lighting
7065,Side,Side,No ambient lighting
7066,Side,Side,No ambient lighting
7067,Side,Side,No ambient lighting
7068,Side,Side,No ambient lighting
7069,Side,Side,No ambient lighting
7070,Side,Side,No ambient lighting
7071,Side,Side,No ambient lighting
7072,Side,Side,No ambient lighting
7073,Side,Side,No ambient lighting
7074,Side,Side,No ambient lighting
7075,Side,Side,No ambient lighting
7076,Side,Side,No ambient lighting
7077,Side,Side,No ambient lighting
7078,Side,Side,No ambient lighting
7079,Side,Side,No ambient lighting
7080,Side,Side,No ambient lighting
7081,Side,Side,No ambient lighting
7082,Side,Side,No ambient lighting
7083,Side,Side,No ambient lighting
7084,Side,Side,No ambient lighting
7085,Side,Side,No ambient lighting
7086,Side,Side,No ambient lighting
7087,Side,Side,No ambient lighting
7088,Side,Side,No ambient lighting
7089,Side,Side,No ambient lighting
7090,Side,Side,No ambient lighting
7091,Side,Side,No ambient lighting
7092,Side,Side,No ambient lighting
7093,Side,Side,No ambient lighting
7094,Side,Side,No ambient lighting
7095,Side,Side,No ambient lighting
7096,Side,Side,No ambient lighting
7097,Side,Side,No ambient lighting
7098,Side,Side,No ambient lighting
7099,Side,Side,No ambient lighting
7100,Side,Side,No ambient lighting
7101,Side,Side,No ambient lighting
7102,Side,Side,No ambient lighting
7103,Side,Side,No ambient lighting
7104,Side,Side,No ambient lighting
7105,Side,Side,No ambient lighting
7106,Side,Side,No ambient lighting
7107,Side,Side,No ambient lighting
7108,Side,Side,No ambient lighting
7109,Side,Side,No ambient lighting
7110,Side,Side,No ambient lighting
7111,Side,Side,No ambient lighting
7112,Side,Side,No ambient lighting
7113,Side,Side,No ambient lighting
7114,Side,Side,No ambient lighting
7115,Side,Side,No ambient lighting
7116,Side,Side,No ambient lighting
